Front,Back,Tags
Nacht,"die Nacht, Nächte, ніч<br><br>In der Nacht war es still. – Вночі було тихо.<br><br><br><br>durchwachen – не спати; träumen – мріяти; leuchten – світитися; verkürzen – скорочувати; einbrechen – вламуватися<br><br>übernachten – переночувати<br><br>die Nachtzeit – нічний час; die Dunkelheit – темрява",Nomen
Nähe,"die Nähe, –, близькість<br><br>Die Nähe zum Meer gefällt mir. – Мені подобається близькість до моря.<br><br><br><br>spüren – відчувати; herstellen – встановлювати; genießen – насолоджуватися; wahren – зберігати; suchen – шукати<br><br>nähern – наближати<br><br>die Unmittelbarkeit – безпосередність; die Nähezone – близька зона",13LeseverstehenZumPräteritum Nomen
Name,"der Name, Namen, ім’я<br><br>Mein Name ist Anna. – Мене звати Анна.<br><br><br><br>nennen – називати; registrieren – реєструвати; eintragen – заносити; verwechseln – плутати; merken – запам’ятовувати<br><br>benennen – перейменовувати<br><br>die Bezeichnung – назва; der Vorname – особисте ім’я",KontakteInformationenZurPerson
Notarzt,"der Notarzt, Notärzte, лікар швидкої допомоги<br><br>Der Notarzt traf schnell ein. – Лікар швидкої допомоги швидко прибув.<br><br>die Not – необхідність; der Arzt – лікар<br><br>alarmieren – тривожити; eintreffen – прибувати; versorgen – надавати допомогу; stabilisieren – стабілізувати; reanimieren – реанімувати<br><br>verarzten – лікувати<br><br>der Notfallmediziner – лікар невідкладної допомоги; der Rettungsarzt – аварійний лікар",Nomen
Nachricht,"die Nachricht, Nachrichten, повідомлення<br><br>Ich erhielt gute Nachrichten. – Я отримав хороші новини.<br><br><br><br>empfangen – отримувати; versenden – надсилати; formulieren – формулювати; veröffentlichen – оприлюднювати; speichern – зберігати<br><br>benachrichtigen – повідомляти<br><br>die Mitteilung – сповіщення; die Botschaft – звістка",Buch5 Folge2 Nomen
Nintendo-Konsole,"die Nintendo-Konsole, Nintendo-Konsolen, консоль Nintendo<br><br>Die Nintendo-Konsole ist sehr beliebt. – Консоль Nintendo дуже популярна.<br><br>die Konsole – консоль<br><br>anschließen – під’єднувати; starten – запускати; aktualisieren – оновлювати; konfigurieren – налаштовувати; ausschalten – вимикати<br><br><br><br>die Spielkonsole – ігрова консоль; die Switch – «Свіч»",13LeseverstehenZumPräteritum Nomen
Nichte,"die Nichte, Nichten, племінниця<br><br>Meine Nichte malt gern. – Моя племінниця любить малювати.<br><br><br><br>hüten – доглядати; überraschen – дивувати; fördern – заохочувати; fotografieren – фотографувати; begleiten – супроводжувати<br><br><br><br>die Neffin – племінниця; das Patenkind – хрещениця",13LeseverstehenZumPräteritum Nomen
Niveau,"das Niveau, Niveaus, рівень<br><br>Halte dein Niveau hoch. – Підтримуй свій рівень високо.<br><br><br><br>halten – утримувати; erhöhen – підвищувати; senken – знижувати; anheben – підіймати; vergleichen – порівнювати<br><br>nivellieren – вирівнювати<br><br>das Level – рівень; die Stufe – щабель",KontakteInformationenZurPerson
Oma,"die Oma, Omas, бабуся<br><br>Meine Oma backt die besten Kekse. – Моя бабуся пече найкраще печиво.<br><br><br><br>stricken – в’язати; hätscheln – пестити; bekochen – смачно годувати; erzählen – розповідати; lächeln – посміхатись<br><br><br><br>die Großmutter – бабуся; die Granny – бабця",13LeseverstehenZumPräteritum Nomen
Onkel,"der Onkel, Onkel, дядько<br><br>Mein Onkel reist viel. – Мій дядько багато подорожує.<br><br><br><br>schenken – дарувати; anrufen – телефонувати; abholen – забирати; beraten – радити; ermutigen – підбадьорювати<br><br><br><br>der Oheim – дядько",13LeseverstehenZumPräteritum Nomen
Online-Banking,"das Online-Banking, –, онлайн-банкінг<br><br>Online-Banking spart Zeit. – Онлайн-банкінг економить час.<br><br>online – онлайн; das Banking – банкінг<br><br>einloggen – входити; überprüfen – перевіряти; überweisen – переказувати; sperren – блокувати; verwalten – керувати<br><br><br><br>das Internetbanking – інтернет-банкінг; die Online-Finanzen – онлайн-фінанси",Nomen
Operation,"die Operation, Operationen, операція<br><br>Die Operation verlief erfolgreich. – Операція пройшла успішно.<br><br><br><br>vorbereiten – готувати; durchführen – виконувати; überwachen – контролювати; dokumentieren – документувати; abschließen – завершувати<br><br>operieren – оперувати<br><br>der Eingriff – хірургічне втручання; die OP – операція",Buch5 Folge2 Nomen
Ort,"der Ort, Orte, місце<br><br>Dies ist der richtige Ort. – Це правильне місце.<br><br><br><br>festlegen – визначати; besuchen – відвідувати; verändern – змінювати; verlassen – покидати; markieren – позначати<br><br>orten – визначати місцезнаходження<br><br>die Stelle – місце; die Lokalität – локація",Nomen StellenaziegeMechatroniker
Party,"die Party, Partys, вечірка<br><br>Die Party dauert bis Mitternacht. – Вечірка триває до півночі.<br><br><br><br>einladen – запрошувати; feiern – святкувати; tanzen – танцювати; plaudern – балакати; dekorieren – прикрашати<br><br>partymachen – влаштовувати вечірки<br><br>das Fest – свято; die Feier – святкування",7DasPräteritumDerUnregelmäßigenVerben Nomen
PC,"der PC, PCs, персональний комп’ютер<br><br>Der PC startet schnell. – ПК швидко завантажується.<br><br><br><br>hochfahren – завантажуватися; installieren – встановлювати; speichern – зберігати; aktualisieren – оновлювати; konfigurieren – налаштовувати<br><br>rebooten – перезапускати<br><br>der Rechner – комп’ютер; der Desktop – настільний комп’ютер",7DasPräteritumDerUnregelmäßigenVerben Nomen
Perfekt,"das Perfekt, Perfekte, перфект (минулий час у граматиці)<br><br>Im Deutschkurs üben wir das Perfekt. – На курсі німецької ми тренуємо перфект.<br><br><br><br>bilden – утворювати; erklären – пояснювати; verwenden – використовувати; vergleichen – порівнювати; analysieren – аналізувати<br><br><br><br>die Vergangenheitsform – минулий час; das Plusquamperfekt – плюсквамперфект",7DasPräteritumDerUnregelmäßigenVerben Nomen
Person,"die Person, Personen, особа<br><br>Jede Person hat Rechte. – Кожна особа має права.<br><br><br><br>identifizieren – ідентифікувати; respektieren – поважати; vertreten – представляти; beschreiben – описувати; befragen – опитувати<br><br>personifizieren – уособлювати<br><br>der Mensch – людина; das Individuum – індивід",KontakteInformationenZurPerson Nomen
Personal,"das Personal, –, персонал<br><br>Gut geschultes Personal ist wertvoll. – Добре навчений персонал є цінним.<br><br><br><br>einstellen – наймати; schulen – навчати; motivieren – мотивувати; entlassen – звільняти; betreuen – опікуватися<br><br>personalisieren – персоналізувати<br><br>die Belegschaft – колектив; die Mitarbeiterschaft – штат співробітників",KontakteInformationenZurPerson Nomen
Personalausweis,"der Personalausweis, Personalausweise, посвідчення особи<br><br>Zeigen Sie bitte Ihren Personalausweis. – Покажіть, будь ласка, своє посвідчення особи.<br><br>die Person – особа; der Ausweis – посвідчення<br><br>beantragen – подавати заяву; vorlegen – пред’являти; verlängern – продовжувати; ausstellen – видавати; überprüfen – перевіряти<br><br>ausweisen – засвідчувати особу<br><br>die ID-Karte – айді-картка; die Identitätskarte – картка особи",Nomen
Pfanne,"die Pfanne, Pfannen, пательня<br><br>Die Pfanne steht auf dem Herd. – Пательня стоїть на плиті.<br><br><br><br>erhitzen – нагрівати; braten – смажити; schwenken – підкидати; frittieren – фритюрувати; reinigen – чистити<br><br>anfetten – змащувати жиром<br><br>die Bratpfanne – сковорідка; das Kochgeschirr – кухонний посуд",7DasPräteritumDerUnregelmäßigenVerben Nomen
Pflanze,"die Pflanze, Pflanzen, рослина<br><br>Die Pflanze braucht Licht. – Рослині потрібне світло.<br><br><br><br>gießen – поливати; düngen – удобрювати; keimen – проростати; sprießen – пробиватися; gedeihen – розквітати<br><br>bewurzeln – вкорінюватися<br><br>das Gewächs – рослина; das Kraut – трава",7DasPräteritumDerUnregelmäßigenVerben Nomen
Pflegeheim,"das Pflegeheim, Pflegeheime, будинок догляду<br><br>Seine Großmutter wohnt im Pflegeheim. – Його бабуся живе у будинку догляду.<br><br>die Pflege – догляд; das Heim – дім<br><br>betreiben – управляти; pflegen – доглядати; verpflegen – забезпечувати харчування; unterbringen – розміщувати; besuchen – відвідувати<br><br>heimunterbringen – поселяти в дім догляду<br><br>das Seniorenheim – геріатричний пансіонат; die Pflegeeinrichtung – заклад догляду",Buch5 Folge2 Nomen
Pizza,"die Pizza, Pizzas, піца<br><br>Die Pizza ist fertig gebacken. – Піца вже спечена.<br><br><br><br>belegen – покривати начинкою; backen – пекти; teilen – ділити; liefern – доставляти; kneten – місити тісто<br><br>pizzabacken – пекти піцу<br><br>die Fladenpizza – пласка піца; die Margherita – маргарита",13LeseverstehenZumPräteritum Nomen
Planung,"die Planung, Planungen, планування<br><br>Sorgfältige Planung spart Kosten. – Ретельне планування заощаджує витрати.<br><br>der Plan – план; -ung (Suffix) – дія/процес<br><br>entwickeln – розробляти; abstimmen – узгоджувати; anpassen – адаптувати; realisieren – реалізувати; optimieren – оптимізувати<br><br>planen – планувати<br><br>die Konzeption – концепція; das Projektieren – проектування",Nomen StellenaziegeMechatroniker
Platz,"der Platz, Plätze, місце / площа<br><br>Auf diesem Platz findet der Markt statt. – На цій площі відбувається ярмарок.<br><br><br><br>reservieren – бронювати; einnehmen – займати; räumen – звільняти; schaffen – створювати; vermessen – вимірювати<br><br>platzieren – розміщувати<br><br>die Stelle – місце; der Standort – локація",KontakteInformationenZurPerson Nomen
Polizei,"die Polizei, Polizeien, поліція<br><br>Die Polizei ermittelt den Täter. – Поліція розслідує злочинця.<br><br><br><br>ermitteln – розслідувати; verhaften – заарештовувати; patrouillieren – патрулювати; sichern – забезпечувати; warnen – попереджати<br><br>polizeilich handeln – діяти поліційно<br><br>die Polizeibehörde – поліцейська влада; die Ordnungskraft – правоохоронний орган",Nomen
Pommes,"die Pommes, –, картопля фрі<br><br>Ich bestelle knusprige Pommes. – Я замовляю хрустку картоплю фрі.<br><br><br><br>würzen – приправляти; knabbern – хрустіти; portionieren – порціонувати; dippen – вмочати<br><br><br><br>die Fritten – фрі; die Kartoffelstäbchen – картопляні палички",13LeseverstehenZumPräteritum Nomen
Praktikant,"der Praktikant, Praktikanten, стажер<br><br>Der Praktikant erstellt heute den Bericht. – Стажер сьогодні готує звіт.<br><br><br><br>hospitieren – стажуватися; reflektieren – рефлексувати; protokollieren – протоколювати; simulieren – моделювати<br><br>praktizieren – практикувати<br><br>der Volontär – волонтер-стажер; der Trainee – трені",KontakteInformationenZurPerson
Präteritum,"das Präteritum, Präterita, минулий час<br><br>Viele Märchen sind im Präteritum geschrieben. – Багато казок написані у минулому часі.<br><br><br><br>konjugieren – відмінювати; formulieren – формулювати; analysieren – аналізувати; anwenden – застосовувати<br><br><br><br>die Vergangenheitsform – форма минулого часу",7DasPräteritumDerUnregelmäßigenVerben Nomen
Rabatt,"der Rabatt, Rabatte, знижка<br><br>Der Händler gab mir zehn Prozent Rabatt. – Продавець дав мені десятивідсоткову знижку.<br><br><br><br>gewähren – надавати; aushandeln – домовляти; kalkulieren – розраховувати; staffeln – диференціювати; einlösen – реалізувати<br><br>rabattieren – робити знижку<br><br>die Ermäßigung – зниження ціни; der Preisnachlass – цінова уступка",Nomen StellenaziegeMechatroniker
Radio,"das Radio, Radios, радіо<br><br>Ich drehe das Radio lauter. – Я роблю радіо голосніше.<br><br><br><br>abstimmen – налаштовувати хвилю; moderieren – вести передачу; rauschen – шуміти; durchsagen – оголошувати; aufdrehen – підкручувати гучність<br><br>radiohören – слухати радіо<br><br>der Rundfunkempfänger – радіоприймач; das Radiogerät – радіо-пристрій",Nomen
Rate,"die Rate, Raten, внесок<br><br>Die nächste Rate ist im Juli fällig. – Наступний внесок підлягає сплаті в липні.<br><br><br><br>vereinbaren – узгоджувати; berechnen – обчислювати; aufteilen – розподіляти; tilgen – погашати; fälligwerden – наставати строку сплати<br><br><br><br>die Teilzahlung – часткова оплата; die Tranche – транш",Nomen
Rechnung,"die Rechnung, Rechnungen, рахунок-фактура<br><br>Bitte begleichen Sie die Rechnung sofort. – Будь ласка, оплатіть рахунок негайно.<br><br><br><br>begleichen – оплачувати; ausstellen – виписувати; addieren – підсумовувати; archivieren – архівувати; validieren – перевіряти<br><br>rechnen – рахувати; berechnen – обчислювати<br><br>die Faktura – фактура; die Quittung – квитанція",Nomen
Reise,"die Reise, Reisen, подорож<br><br>Unsere Reise beginnt am Freitag. – Наша подорож починається у п’ятницю.<br><br><br><br>antreten – вирушати; starten – починати; erleben – переживати; schildern – описувати; verlaufen – проходити<br><br>reisen – подорожувати<br><br>der Trip – поїздка; die Tour – тур",Buch5 Folge2 Nomen
Reparatur,"die Reparatur, Reparaturen, ремонт<br><br>Die Reparatur dauerte nur eine Stunde. – Ремонт тривав лише годину.<br><br><br><br>vornehmen – здійснювати; diagnostizieren – діагностувати; abschließen – завершувати; kalkulieren – кошторисувати; gelingen – вдаватися<br><br>reparieren – ремонтувати<br><br>die Instandsetzung – відновлення; die Ausbesserung – латка",Nomen
Reparaturarbeit,"die Reparaturarbeit, Reparaturarbeiten, ремонтна робота<br><br>Alle Reparaturarbeiten sind abgeschlossen. – Усі ремонтні роботи завершені.<br><br>die Reparatur – ремонт; die Arbeit – робота<br><br>einplanen – запланувати; überwachen – контролювати; ausführen – виконувати; abnehmen – приймати; abschotten – відокремлювати<br><br>arbeiten – працювати<br><br>die Wartung – обслуговування; die Instandhaltungsmaßnahme – захід з утримання",Nomen StellenaziegeMechatroniker
Restaurant,"das Restaurant, Restaurants, ресторан<br><br>Wir speisen heute im neuen Restaurant. – Ми сьогодні їмо в новому ресторані.<br><br><br><br>dinieren – обідати урочисто; verkosten – дегустувати; bewirten – частувати; empfehlen – радити; dekorieren – оформляти зал<br><br>restaurieren – відновлювати (архіт.)<br><br>das Lokal – заклад; die Gaststätte – їдальня",Buch5 Folge2 Nomen
Ritter,"der Ritter, Ritter, лицар<br><br>Der Ritter verteidigt das Königreich. – Лицар захищає королівство.<br><br>der Reiter – вершник; (ritt - vergang.)<br><br>lanzen – битися списом; turnieren – змагатися; jubeln – радісно вигукувати; ehren – вшанувати; schützen – обороняти<br><br>ritterlich handeln – поводитися як лицар<br><br>der Knappe – зброєносець; der Edelmann – шляхтич",7DasPräteritumDerUnregelmäßigenVerben Nomen
Rolle,"die Rolle, Rollen, роль<br><br>Er bekam die Rolle des Helden. – Він отримав роль героя.<br><br>übernehmen – брати на себе; spielen – грати; drehen – знімати; wechseln – замінювати; rollen – котити<br><br>rollen – котитися; abrollen – розмотувати<br><br>die Funktion – функція; der Part – роль",13LeseverstehenZumPräteritum Nomen
Röteln,"die Röteln, –, краснуха<br><br>Röteln sind eine häufige Kinderkrankheit. – Краснуха є поширеною дитячою хворобою.<br><br>impfen – вакцинувати; erkranken – захворіти; übertragen – передавати; diagnostizieren – діагностувати<br><br>röten – червоніти<br><br>die Rubella – краснуха",13LeseverstehenZumPräteritum Nomen
Rundfunk,"der Rundfunk, –, радіомовлення<br><br>Der Rundfunk sendet die Nachrichten stündlich. – Радіомовлення передає новини щогодини.<br><br>der Funk – радіо<br><br>senden – передавати; empfangen – приймати; ausstrahlen – транслювати; moderieren – вести; lizenzieren – ліцензувати<br><br>rundfunken – передавати по радіо<br><br>die Radioübertragung – радіопередача",Buch5 Folge2 Nomen
S-Bahn,"die S-Bahn, S-Bahnen, приміська електричка<br><br>Die S-Bahn kommt alle zehn Minuten. – Приміська електричка ходить кожні десять хвилин.<br><br>die Bahn – залізниця<br><br>einsteigen – заходити; aussteigen – виходити; umsteigen – пересідати; verkehren – курсувати; entgleisen – сходити з рейок<br><br>bahnfahren – їздити поїздом<br><br>der Vorortzug – приміський поїзд; die Stadtbahn – міська електричка",Nomen
Samstag,"der Samstag, Samstage, субота<br><br>Am Samstag schlafen viele Menschen länger. – У суботу багато людей сплять довше.<br><br>feiern – святкувати; einkaufen – купувати; ausschlafen – висипатися; grillen – смажити на грилі; entspannen – розслаблятися<br><br>samstags – по суботах<br><br>der Sonnabend – субота",7DasPräteritumDerUnregelmäßigenVerben Nomen
Sänger,"der Sänger, Sänger, співак<br><br>Der Sänger trat vor tausend Fans auf. – Співак виступив перед тисячею фанів.<br><br>singen – співати; auftreten – виступати; proben – репетирувати; aufnehmen – записувати; interpretieren – виконувати<br><br>besingen – оспівувати; ansingen – заспівувати<br><br>der Vokalist – вокаліст; der Chansonnier – шансоньє",Buch5 Folge2 Nomen
Schaden,"der Schaden, Schäden, шкода<br><br>Der Sturm verursachte großen Schaden. – Буря завдала великої шкоди.<br><br>verursachen – спричиняти; erleiden – зазнавати; beheben – усувати; ersetzen – відшкодовувати; begutachten – оцінювати<br><br>schaden – шкодити; beschädigen – пошкоджувати<br><br>die Beschädigung – пошкодження; der Verlust – втрата",Nomen
Schadenhöhe,"die Schadenhöhe, Schadenhöhen, розмір збитків<br><br>Die Schadenhöhe beträgt zehntausend Euro. – Розмір збитків становить десять тисяч євро.<br><br>der Schaden – шкода; die Höhe – сума<br><br>beziffern – оцінювати; kalkulieren – розраховувати; melden – повідомляти; begrenzen – обмежувати<br><br>hochschätzen – високо оцінювати<br><br>die Schadenssumme – сума збитків; der Schadenswert – вартість збитків",Nomen
Schadenshergang,"der Schadenshergang, Schadenshergänge, перебіг інциденту<br><br>Der Schadenshergang wurde von der Polizei dokumentiert. – Перебіг інциденту був задокументований поліцією.<br><br>der Schaden – шкода; der Hergang – перебіг<br><br>schildern – описувати; rekonstruieren – відтворювати; untersuchen – розслідувати; dokumentieren – документувати<br><br>hergehen – відбуватися<br><br>der Unfallhergang – перебіг аварії; die Schadensabfolge – послідовність ушкоджень",Nomen
Schatten,"der Schatten, Schatten, тінь<br><br>Ein großer Baum wirft Schatten auf die Terrasse. – Велике дерево відкидає тінь на терасу.<br><br>werfen – відкидати; folgen – слідувати; verdunkeln – затемнювати; kühlen – охолоджувати; verschwinden – зникати<br><br>beschatten – стежити; verschatten – затіняти<br><br>die Dunkelzone – темна зона; die Schattierung – затінок",7DasPräteritumDerUnregelmäßigenVerben Nomen
Schlüssel,"der Schlüssel, Schlüssel, ключ<br><br>Ich habe den Schlüssel verloren. – Я загубив ключ.<br><br>drehen – повертати; einsperren – зачиняти; aufschließen – відмикати; verwahren – зберігати; kopieren – копіювати<br><br>verschlüsseln – шифрувати; entschlüsseln – розшифровувати<br><br>die Schlüsselkarte – ключ-карта; der Türöffner – відмикач",Nomen
Schock,"der Schock, Schocks, шок<br><br>Die Nachricht versetzte ihn in Schock. – Повідомлення шокувало його.<br><br>erleiden – пережити; auslösen – викликати; verarbeiten – опрацьовувати; mildern – пом’якшувати; überwinden – подолати<br><br>schockieren – шокувати<br><br>der Schrecken – переляк; die Bestürzung – потрясіння",Nomen
Schokolade,"die Schokolade, Schokoladen, шоколад<br><br>Kinder mögen süße Schokolade. – Діти люблять солодкий шоколад.<br><br>naschen – ласувати; schmelzen – плавити; verpacken – пакувати; verfeinern – вдосконалювати; genießen – насолоджуватися<br><br>schokoladieren – покривати шоколадом<br><br>der Kakao – какао; die Praline – цукерка",13LeseverstehenZumPräteritum Nomen
Schule,"die Schule, Schulen, школа<br><br>Die Schule beginnt um acht Uhr. – Школа починається о восьмій годині.<br><br>lernen – навчатися; unterrichten – викладати; pauken – зубрити; schwänzen – прогулювати; absolvieren – закінчувати<br><br>schulen – навчати<br><br>die Lehranstalt – навчальний заклад; das Bildungszentrum – освітній центр",Nomen
Schüler,"der Schüler, Schüler, учень<br><br>Der Schüler schreibt eine Prüfung. – Учень пише іспит.<br><br>zuhören – слухати; üben – практикувати; fragen – запитувати; antworten – відповідати; sich melden – піднімати руку<br><br>einschulen – зараховувати до школи<br><br>der Lernende – той, хто навчається; das Schulkind – школяр",Nomen
Schulkind,"das Schulkind, Schulkinder, школяр<br><br>Jedes Schulkind trägt einen Ranzen. – Кожен школяр носить ранець.<br><br>die Schule – школа; das Kind – дитина<br><br>lesen – читати; rechnen – рахувати; spielen – гратися; busfahren – їздити автобусом; hausaufgabenmachen – робити домашнє завдання<br><br><br><br>der Schüler – учень; das Kind – дитина",7DasPräteritumDerUnregelmäßigenVerben Nomen
Schutzengel,"der Schutzengel, Schutzengel, янгол-охоронець<br><br>Er glaubt, dass sein Schutzengel ihn bewacht. – Він вірить, що його янгол-охоронець оберігає його.<br><br>der Schutz – захист; der Engel – янгол<br><br>beschützen – захищати; wachen – охороняти; begleiten – супроводжувати; behüten – оберігати; trösten – втішати<br><br><br><br>der Wächter – охоронець; der Hüter – сторож",Nomen
Seite,"die Seite, Seiten, сторінка<br><br>Ich markiere die Seite im Buch. – Я позначаю сторінку у книзі.<br><br><br><br>annotieren – робити позначки; digitalisieren – оцифровувати; nummerieren – нумерувати; vervielfältigen – тиражувати; umblättern – перегортати<br><br>beiseitelegen – відкласти; seitigen – верстати сторінки<br><br>die Blattseite – сторона аркуша; die Page – сторінка",Nomen
Sekunde,"die Sekunde, Sekunden, секунда<br><br>Eine Sekunde vergeht sehr schnell. – Секунда минає дуже швидко.<br><br><br><br>timen – засікати; abstoppen – фіксувати час; eilen – поспішати; herunterzählen – відліковувати; blinken – блимати<br><br>sekundieren – асистувати; sekundentaktieren – тактувати щосекунди<br><br>der Augenblick – мить; das Moment – момент",Nomen
Serie,"die Serie, Serien, серіал<br><br>Die Serie endet mit einem Cliffhanger. – Серіал закінчується на кульмінації.<br><br><br><br>episodisieren – робити епізоди; premieren – випускати премʼєру; subtiteln – субтитрувати; vermarkten – просувати; lizenzieren – ліцензувати<br><br>serienmäßig produzieren – випускати серійно; serientauglich machen – адаптувати для серіалу<br><br>die TV-Reihe – телевізійний ряд; das Mehrteiler – багатосерійний фільм",Buch5 Folge2 Nomen
Service,"der Service, Service, сервіс<br><br>Guter Service bindet Kunden. – Хороший сервіс утримує клієнтів.<br><br><br><br>erbringen – надавати; gewährleisten – забезпечувати; vereinfachen – спрощувати; automatisieren – автоматизувати; benchmarken – порівнювати<br><br>servicieren – обслуговувати; servieren – подавати<br><br>der Kundendienst – обслуговування клієнтів; die Dienstleistung – послуга",Nomen StellenaziegeMechatroniker
Situation,"die Situation, Situationen, ситуація<br><br>Die Situation ist kompliziert. – Ситуація складна.<br><br><br><br>einschätzen – оцінювати; bewältigen – долати; abwägen – зважувати; entschärfen – розряджати<br><br>situieren – розташовувати<br><br>die Lage – становище; der Umstand – обставина; die Konstellation – конфігурація",KontakteInformationenZurPerson
Sofa,"das Sofa, Sofas, диван<br><br>Wir sitzen gemütlich auf dem Sofa. – Ми зручно сидимо на дивані.<br><br><br><br>lümmeln – валятися; relaxen – розслаблятися; polstern – оббивати; dösen – дрімати<br><br><br><br>die Couch – диван; das Kanapee – канапе",Buch5 Folge2 Nomen
Sohn,"der Sohn, Söhne, син<br><br>Mein Sohn spielt Fußball. – Мій син грає у футбол.<br><br><br><br>zeugen – зачати; adoptieren – всиновити; beerben – успадковувати; hegen – піклуватися<br><br>versöhnen – мирити<br><br>der Knabe – хлопчик; das Kind – дитина",Nomen
Sommer,"der Sommer, Sommer, літо<br><br>Im Sommer reisen wir ans Meer. – Влітку ми подорожуємо до моря.<br><br><br><br>schwitzen – пітніти; bräunen – засмагати; verreisen – подорожувати; blühen – квітнути<br><br>übersommern – літкувати<br><br>die Sommerzeit – літня пора; die warme Jahreszeit – тепла пора року",7DasPräteritumDerUnregelmäßigenVerben Nomen
Spatz,"der Spatz, Spatzen, горобець<br><br>Ein Spatz pickt Brotkrumen. – Горобець клює крихти хліба.<br><br><br><br>zwitschern – цвірінькати; picken – клювати; hüpfen – стрибати; nisten – гніздитися<br><br><br><br>der Haussperling – домовий горобець; der Sperling – горобець",Nomen
Spende,"die Spende, Spenden, пожертва<br><br>Vielen Dank für Ihre Spende. – Дякуємо за вашу пожертву.<br><br><br><br>spenden – жертвувати; einwerben – залучати; verteilen – розподіляти; nachweisen – підтверджувати<br><br><br><br>die Zuwendung – пожертва; die Gabe – дар",Nomen
Spiel,"das Spiel, Spiele, гра<br><br>Das Spiel endet unentschieden. – Гра закінчується внічию.<br><br><br><br>daddeln – гратися; wetteifern – змагатися; taktieren – тактикувати; moderieren – коментувати<br><br>spielen – грати; verspielen – програвати<br><br>die Partie – партія; der Wettkampf – змагання",Nomen
Spielcasino,"das Spielcasino, Spielcasinos, ігрове казино<br><br>Im Spielcasino herrscht Hochbetrieb. – У казино жвавий рух.<br><br>das Spiel – гра; das Casino – казино<br><br>zocken – азартно грати; riskieren – ризикувати; kassieren – інкасувати; bankieren – вести касу<br><br>casinogehen – ходити в казино<br><br>die Spielbank – гральний дім; das Glücksspielhaus – гральний заклад",Nomen
Spielminute,"die Spielminute, Spielminuten, ігрова хвилина<br><br>In der 90. Spielminute fiel das Tor. – Гол був забитий на 90-й хвилині гри.<br><br>das Spiel – гра; die Minute – хвилина<br><br>tickern – вести онлайн-хроніку; registrieren – фіксувати; jubeln – радіти; analysieren – аналізувати<br><br><br><br>die Matchminute – хвилина матчу; der Spielzeitpunkt – момент гри",Nomen
Sport,"der Sport, Sportarten, спорт<br><br>Sport macht Spaß. – Спорт приносить задоволення.<br><br><br>treiben – займатися; fördern – підтримувати; übertragen – транслювати; ausüben – виконувати; genießen – насолоджуватись<br><br>sporteln – займатися спортом<br><br>die Leibesübung – фізична вправа; die Athletik – атлетика",Buch5 Folge2 Nomen
Sprachkurs,"der Sprachkurs, Sprachkurse, мовний курс<br><br>Ich besuche einen Sprachkurs. – Я відвідую мовний курс.<br><br>die Sprache – мова; der Kurs – курс<br><br>besuchen – відвідувати; absolvieren – закінчувати; buchen – бронювати; anbieten – пропонувати; leiten – проводити<br><br>kursieren – циркулювати<br><br>der Sprachunterricht – мовне навчання; die Sprachklasse – мовний клас",Nomen
Stadt,"die Stadt, Städte, місто<br><br>Die Stadt schläft nie. – Місто ніколи не спить.<br><br><br>besuchen – відвідувати; erkunden – досліджувати; wachsen – зростати; regieren – управляти; beleben – оживляти<br><br>verstädtern – урбанізувати<br><br>die Kommune – громада; die Metropole – метрополія",13LeseverstehenZumPräteritum Nomen
Staffel,"die Staffel, Staffeln, сезон (серіалу)<br><br>Die neue Staffel startet im Herbst. – Новий сезон починається восени.<br><br><br>starten – починатися; fortsetzen – продовжувати; veröffentlichen – публікувати; durchschauen – продивлятися; binge-watchen – дивитися запоєм<br><br>staffeln – впорядковувати по етапах<br><br>die Season – сезон; die Folge – епізод",Buch5 Folge2 Nomen
Standesamt,"das Standesamt, Standesämter, РАЦС<br><br>Wir melden die Hochzeit beim Standesamt an. – Ми реєструємо шлюб у РАЦСі.<br><br>der Stand – стан; das Amt – установа<br><br>heiraten – одружуватися; beurkunden – засвідчувати; eintragen – заносити; ausstellen – видавати; anmelden – реєструвати<br><br>amtieren – виконувати обов’язки<br><br>das Registeramt – реєстраційна служба; das Zivilstandsamt – офіс реєстрації",Nomen
Statistik,"die Statistik, Statistiken, статистика<br><br>Die Statistik zeigt klare Trends. – Статистика показує чіткі тенденції.<br><br><br>erstellen – складати; auswerten – аналізувати; erheben – збирати; darstellen – відображати; interpretieren – тлумачити<br><br>statistisieren – збирати статистику<br><br>die Datenanalyse – аналіз даних; die Zahlensammlung – збір чисел",Buch5 Folge2 Nomen
Stau,"der Stau, Staus, затор<br><br>Im Berufsverkehr entsteht oft Stau. – У час пік часто утворюється затор.<br><br><br>bilden – утворювати; vermeiden – уникати; auflösen – розсмоктувати; umfahren – об’їжджати; stehen – стояти<br><br>stauen – затримувати; sich stauen – накопичуватися<br><br>der Verkehrsstillstand – дорожній затор; die Blockade – блокада",13LeseverstehenZumPräteritum Nomen
Störung,"die Störung, Störungen, порушення<br><br>Technische Störungen werden sofort gemeldet. – Технічні збої повідомляються негайно.<br><br><br>verursachen – спричиняти; beheben – усувати; melden – повідомляти; diagnostizieren – діагностувати; unterbrechen – переривати<br><br>stören – заважати<br><br>die Panne – несправність; die Unterbrechung – переривання",13LeseverstehenZumPräteritum Nomen
