Front,Back,Tags
einzahlen,"zahle ein - zahlst ein - zahlt ein - zahlen ein - zahlt ein - zahlen ein<br><br>zahlte ein - zahltest ein - zahlte ein - zahlten ein - zahltet ein - zahlten ein<br><br>man hat eingezahlt<br><br>A<br><br>вносити (гроші)<br><br>zahle Geld auf das Konto ein. = Я вношу гроші на рахунок.<br><br>zahlen - платити<br><br>auszahlen - виплачувати<br>einzahlen - вносити<br><br>überweisen - переказувати",Verb
fliehen,"fliehe - fliehst - flieht - fliehen - flieht - fliehen<br><br>floh - flohst - floh - flohen - floht - flohen<br><br>man ist geflohen<br><br>A<br><br>тікати<br><br>Er flieht vor dem Sturm. = Він тікає від бурі.<br><br>entkommen – вириватися<br><br>fliehen – тікати",B1 StarkeVerb Verb
fließen,"fließe - fließt - fließt - fließen - fließt - fließen<br><br>floss - flossest - floss - flossen - flosst - flossen<br><br>man ist geflossen<br><br>A<br><br>текти<br><br>Das Wasser fließt schnell. = Вода тече швидко.<br><br>rinnen – просочуватися<br><br>fließen – текти",B1 StarkeVerb Verb
föhnen,"föhne - föhnst - föhnt - föhnen - föhnt - föhnen<br><br>föhnte - föhntest - föhnte - föhnten - fööhntet - föhnten<br><br>man hat geföhnt<br><br>A<br><br>сушити феном<br><br>föhne mir die Haare. = Я сушу волосся феном.<br><br>trocknen – сушити<br><br>föhnen – сушити",Verb
folgen,"folge - folgst - folgt - folgen - folgt - folgen<br><br>folgte - folgtest - folgte - folgten - folgtet - folgten<br><br>man ist gefolgt<br><br>D+A<br><br>слідувати<br><br>folge dir. = Я йду за тобою.<br><br>nachgehen – переслідувати<br><br>folgen – слідувати",Verb VerbMitDativUndAkkusativObjekt
fordern,"fordere - forderst - fordert - fordern - fordert - fordern<br><br>forderte - fordertest - forderte - forderten - fordertet - forderten<br><br>man hat gefordert<br><br>D+A<br><br>вимагати<br><br>fordere mein Recht. = Я вимагаю свого права.<br><br>verlangen – вимагати<br><br>einfordern – вимагати",Verb VerbMitDativUndAkkusativObjekt
führen,"führe - führst - führt - führen - führt - führen<br><br>führte - führtest - führte - führten - führtet - führten<br><br>man hat geführt<br><br>D+A<br><br>вести; керувати<br><br>Er führt das Team. = Він керує командою.<br><br>leiten – керувати<br><br>führen – вести",Verb VerbMitDativUndAkkusativObjekt
funktionieren,"funktioniere - funktionierst - funktioniert - funktionieren - funktioniert - funktionieren<br><br>funktionierte - funktioniertest - funktionierte - funktionierten - funktioniertet - funktionierten<br><br>man hat funktioniert<br><br><br><br>функціонувати<br><br>Der Rechner funktioniert. = Комп’ютер працює.<br><br>arbeiten – працювати<br><br>funktionieren – функціонувати",Verb
fühlen,"fühle - fühlst - fühlt - fühlen - fühlt - fühlen<br><br>fühlte - fühltest - fühlte - fühlten - fühltet - fühlten<br><br>man hat gefühlt<br><br>D+A<br><br>відчувати<br><br>fühle mgut. = Я почуваюсь добре.<br><br>empfinden – відчувати<br><br>fühlen – відчувати",Verb VerbMitDativUndAkkusativObjekt
geben,"gebe - gibst - gibt - geben - gebt - geben<br><br>gab - gabst - gab - gaben - gabt - gaben<br><br>man hat gegeben<br><br>D+A<br><br>давати<br><br>gebe dir das Buch. = Я даю тобі книгу.<br><br>schenken – дарувати<br><br>geben – давати",A1 StarkeVerb Verb
gehen,"gehe - gehst - geht - gehen - geht - gehen<br><br>ging - gingst - ging - gingen - gingt - gingen<br><br>man ist gegangen<br><br><br><br>йти<br><br>gehe nach Hause. = Я йду додому.<br><br>laufen – бігти<br><br>gehen – йти",7DasPräteritumDerUnregelmäßigenVerben Verb
gelingen,"gelinge - gelingst - gelingt - gelingen - gelingt - gelingen<br><br>gelang - gelangst - gelang - gelangen - gelangt - gelangt<br><br>man ist gelungen<br><br><br><br>вдаватися<br><br>Mir gelingt die Aufgabe. = Мені вдається завдання.<br><br>schaffen – вдаватись<br><br>gelingen – вдаватися",B1 StarkeVerb Verb
genießen,"genieße - genießt - genießt - genießen - genießt - genießen<br><br>genoss - genossest - genoss - genossen - genosst - genossen<br><br>man hat genossen<br><br>A<br><br>насолоджуватися<br><br>genieße den Tag. = Я насолоджуюся днем.<br><br>schätzen – оцінювати<br><br>genießen – насолоджуватися",B1 StarkeVerb Verb
geschehen,"geschehe - geschiehst - geschieht - geschehen - gescheht - geschehen<br><br>geschah - geschahst - geschah - geschahen - geschgaht - geschahen<br><br>man ist geschehen<br><br><br><br>відбуватися<br><br>Was geschieht? = Що відбувається?<br><br>passieren – траплятися<br><br>geschehen – відбуватися",B1 StarkeVerb Verb
gestatten,"gestatte - gestattest - gestattet - gestatten - gestattet - gestatten<br><br>gestattete - gestattetest - gestattete - gestatteten - gestattetet - gestatteten<br><br>man hat gestattet<br><br>D+A<br><br>дозволяти<br><br>Er gestattet mir den Eintritt. = Він дозволяє мені вхід.<br><br>erlauben – дозволяти<br><br>gestatten – дозволяти",Verb
gewöhnen an,"gewöhne man - gewöhnst dan - gewöhnt san - gewöhnen uns an - gewöhnt euch an - gewöhnen san<br><br>gewöhnte man - gewöhnte - gewöhnte san - gewöhnten uns an - gewöhntet euch an - gewöhnten san<br><br>man hat sgewöhnt an<br><br>A<br><br>звикати до<br><br>gewöhne man das Klima. = Я звикаю до клімату.<br><br>habitualisieren – звикати<br><br>gewöhnen – звикати",Verb VerbMitFestenPraposition
glauben,"glaube - glaubst - glaubt - glauben - glaubt - glauben<br><br>glaubte - glaubtest - glaubte - glaubten - glaubtet - glaubten<br><br>man hat geglaubt<br><br><br><br>вірити<br><br>glaube dir. = Я вірю тобі.<br><br>vertrauen – довіряти<br><br>glauben – вірити",Verb
glauben an,"glaube an - glaubst an - glaubt an - glauben an - glaubt an - glauben an<br><br>glaubte an - glaubtest an - glaubte an - glaubten an - glaubtet an - glaubten an<br><br>man hat an geglaubt<br><br>A<br><br>вірити в<br><br>glaube an dich. = Я вірю в тебе.<br><br><br><br>vertrauen auf – покладатися на<br>glauben – вірити<br><br>rechnen auf – розраховувати на",Verb VerbMitFestenPraposition
gratulieren,"gratuliere - gratulierst - gratuliert - gratulieren - gratuliert - gratulieren<br><br>gratulierte - gratuliertest - gratulierte - gratulierten - gratuliertet - gratulierten<br><br>man hat gratuliert<br><br>D+A<br><br>вітати<br><br>gratuliere dir zum Geburtstag. = Я вітаю тебе з днем народження.<br><br>beglückwünschen – вітати",Verb VerbMitDativUndAkkusativObjekt
gratulieren zu,"gratuliere zu - gratulierst zu - gratuliert zu - gratulieren zu - gratuliert zu - gratulieren zu<br><br>gratulierte zu - gratuliertest zu - gratulierte zu - gratulierten zu - gratuliertet zu - gratulierten zu<br><br>man hat zu gratuliert<br><br>D+A<br><br>вітати з<br><br>gratuliere dir zu deinem Erfolg. = Я вітаю тебе з твоїм успіхом.<br><br>beglückwünschen zu – вітати з",Verb VerbMitFestenPraposition
greifen,"greife - greifst - greift - greifen - greift - greifen<br><br>griff - griffst - griff - griffen - grifft - griffen<br><br>man hat gegriffen<br><br>A<br><br>хапати<br><br>greife nach dem Stift. = Я хапаю ручку.<br><br>ergreifen – захоплювати<br><br>greifen – хапати",B1 StarkeVerb Verb
grenzen an,"grenze an - grenzt an - grenzt an - grenzen an - grenzt an - grenzen an<br><br>grenzte an - grenztest an - grenzte an - grenzten an - grenztet an - grenzten an<br><br>man hat an gegrenzt<br><br>A<br><br>межувати з<br><br>Deutschland grenzt an Polen. = Німеччина межує з Польщею.<br><br>anlehnen an – спиратися на<br><br>grenzen – межувати",Verb VerbMitFestenPraposition
gründen,"gründe - gründest - gründet - gründen - gründet - gründen<br><br>gründete - gründetest - gründete - gründeten - gründetet - gründeten<br><br>man hat gegründet<br><br>D+A<br><br>засновувати<br><br>Wir gründen eine Firma. = Ми засновуємо фірму.<br><br>etablieren – створювати<br><br>gründen – засновувати",Verb VerbMitDativUndAkkusativObjekt
grüßen,"grüße - grüßt - grüßt - grüßen - grüßt - grüßen<br><br>grüßte - grüßtest - grüßte - grüßten - grüßtet - grüßten<br><br>man hat gegrüßt<br><br>D+A<br><br>привітати<br><br>grüße dich. = Я вітаю тебе.<br><br>winken – махати<br><br>grüßen – вітати",Verb VerbMitDativUndAkkusativObjekt
haben,"habe - hast - hat - haben - habt - haben<br><br>hatte - hattest - hatte - hatten - hattet - hatten<br><br>man hat gehabt<br><br><br><br>мати<br><br>habe Zeit. = Я маю час.<br><br>besitzen – володіти<br><br>haben – мати",A1 StarkeVerb Verb
halten,"halte - hältst - hält - halten - haltet - halten<br><br>hielt - hieltst - hielt - hielten - hieltet - hielten<br><br>man hat gehalten<br><br>D+A<br><br>тримати; зупинятися<br><br>halte den Ball. = Я тримаю м’яч.<br><br>festhalten – тримати міцно<br><br>halten für – вважати за",B1 StarkeVerb Verb
halten für,"halte - hältst - hält - halten - haltet - halten<br><br>hielt - hieltest - hielt - hielten - hieltet - hielten<br><br>man hat gehalten<br><br>A<br><br>вважати за<br><br>halte ihn für klug. = Я вважаю його розумним.<br><br>glauben – вважати<br>ansehen – вважати<br>betrachten – вважати",Verb VerbMitFestenPraposition
handeln,"handle - handelst - handelt - handeln - handelt - handeln<br><br>handelte - handeltest - handelte - handelten - handeltet - handelten<br><br>man hat gehandelt<br><br>A<br><br>діяти<br><br>handle schnell. = Я дію швидко.<br><br>agieren – діяти<br>vorgehen – діяти",Buch5 Folge2 Verb
handeln von,"handle von - handelst von - handelt von - handeln von - handelt von - handeln von<br><br>handelte von - handeltest von - handelte von - handelten von - handeltet von - handelten von<br><br>man hat von gehandelt<br><br>D<br><br>розповідати про<br><br>Das Buch handelt von Abenteuern. = Книга розповідає про пригоди.<br><br>erzählen von – розповідати про<br>berichten über – повідомляти про",Verb VerbMitFestenPraposition
hängen,"hänge - hängst - hängt - hängen - hängt - hängen<br><br>hing - hingst - hing - hingen - hingt - hingen<br><br>man hat gehangen<br><br>A<br><br>вішати<br><br>hänge das Bild auf. = Я вішу картину.<br><br>aufhängen – вішати<br>anhängen – приєднувати",B1 StarkeVerb Verb
hassen,"hasse - hasst - hasst - hassen - hasst - hassen<br><br>hasste - hasstest - hasste - hassten - hasstet - hassten<br><br>man hat gehasst<br><br>A<br><br>ненавидіти<br><br>hasse Lügen. = Я ненавиджу брехню.<br><br>verabscheuen – відчувати огиду<br>nicht ausstehen können – не терпіти",Verb VerbMitDativUndAkkusativObjekt
hauen,"haue - haust - haut - hauen - haut - hauen<br><br>haute - hautest - haute - hauten - hautet - hauten<br><br>man hat gehauen<br><br>A<br><br>бити<br><br>Er haut den Ball weit. = Він далеко б’є м’яч.<br><br>schlagen – бити<br>verprügeln – побити",C2 StarkeVerb Verb
heben,"hebe - hebst - hebt - heben - hebt - heben<br><br>hob - hobst - hob - hoben - hobt - hoben<br><br>man hat gehoben<br><br>A<br><br>піднімати<br><br>hebe die Kiste. = Я піднімаю ящик.<br><br>anheben – піднімати<br>aufheben – піднімати / прибирати<br>aufrichten – піднімати",B1 StarkeVerb Verb
heißen,"heiße - heißt - heißt - heißen - heißt - heißen<br><br>hieß - hießest - hieß - hießen - hießt - hießen<br><br>man hat geheißen<br><br>A<br><br>називатися<br><br>heiße Anna. = Мене звати Анна.<br><br>genannt werden – називатися<br>titulieren – називати",A1 StarkeVerb Verb
heizen,"heize - heizt - heizt - heizen - heizt - heizen<br><br>heizte - heiztest - heizte - heizten - heiztet - heizten<br><br>man hat geheizt<br><br>D+A<br><br>топити<br><br>heize mit Holz. = Я топлю дровами.<br><br>wärmen – обігрівати",Verb VerbMitDativUndAkkusativObjekt
helfen,"helfe - hilfst - hilft - helfen - helft - helfen<br><br>half - halfst - half - halfen - halft - halfen<br><br>man hat geholfen<br><br>D<br><br>допомагати<br><br>helfe dir. = Я допомагаю тобі.<br><br>assistieren – асистувати<br>unterstützen – підтримувати",A1 StarkeVerb Verb
helfen bei,"helfe bei - hilfst bei - hilft bei - helfen bei - helft bei - helfen bei<br><br>half bei - halfst bei - half bei - halfen bei - halft bei - halfen bei<br><br>man hat bei geholfen<br><br>D<br><br>допомагати з<br><br>helfe bei den Hausaufgaben. = Я допомагаю з домашнім завданням.<br><br>unterstützen bei – підтримувати з",Verb VerbMitFestenPraposition
hindern an,"hindere an - hinderst an - hindert an - hindern an - hindert an - hindern an<br><br>hinderte an - hindertest an - hinderte an - hinderten an - hindertet an - hinderten an<br><br>man hat an gehindert<br><br>D<br><br>заважати<br><br>hindere ihn am Gehen. = Я заважаю йому йти.<br><br>verhindern – запобігати<br>abhalten von – відмовляти",Verb VerbMitFestenPraposition
holen,"hole - holst - holt - holen - holt - holen<br><br>holte - holtest - holte - holten - holtet - holten<br><br>man hat geholt<br><br>A<br><br>приносити / забирати<br><br>hole Wasser. = Я приношу воду.<br><br>bringen – приносити<br>abholen – забирати",Verb
hören,"höre - hörst - hört - hören - hört - hören<br><br>hörte - hörtest - hörte - hörten - hörtet - hörten<br><br>man hat gehört<br><br>A<br><br>чути<br><br>höre Musik. = Я слухаю музику.<br><br>lauschen – прислухатися<br>vernehmen – чути",Verb
hören von,"höre von - hörst von - hört von - hören von - hört von - hören von<br><br>hörte von - hörtest von - hörte von - hörten von - hörtet von - hörten von<br><br>man hat von gehört<br><br>D<br><br>чути про<br><br>höre von deinem Projekt. = Я чую про твій проєкт.<br><br>erfahren von – дізнаватися про<br>lesen über – читати про",Verb VerbMitFestenPraposition
interessieren,"interessiere - interessierst - interessiert - interessieren - interessiert - interessieren<br><br>interessierte - interessiertest - interessierte - interessierten - interessiertet - interessierten<br><br>man hat interessiert<br><br>A<br><br>цікавити<br><br>Das Buch interessiert mich. = Книга цікавить мене.<br><br>faszinieren – захоплювати<br>anziehen – приваблювати",Verb
huschen,"husche - huschst - huscht - huschen - huscht - huschen<br><br>huschte - huschtest - huschte - huschten - huschtet - huschten<br><br>man hat gehuscht<br><br>A<br><br>мчати<br><br>Die Maus huscht unter dem Tisch. = Миша мчить під столом.<br><br>flitzen – мчати<br>sausen – свистіти",7DasPräteritumDerUnregelmäßigenVerben Verb
kämpfen für,"kämpfe für - kämpfst für - kämpft für - kämpfen für - kämpft für - kämpfen für<br><br>kämpfte für - kämpftest für - kämpfte für - kämpften für - kämpftet für - kämpften für<br><br>man hat für gekämpft<br><br>A<br><br>боротися за<br><br>kämpfe für Gerechtigkeit. = Я борюся за справедливість.<br><br>seinsetzen für – виступати за<br>streiten für – боротися за",Verb VerbMitFestenPraposition
kennen,"kenne - kennst - kennt - kennen - kennt - kennen<br><br>kannte - kanntest - kannte - kannten - kanntet - kannten<br><br>man hat gekannt<br><br>A<br><br>знати<br><br>kenne diesen Ort. = Я знаю це місце.<br><br>wissen – знати<br>kennen lernen – знайомитися",A1 StarkeVerb Verb
kennenlernen,"lerne kennen - lernst kennen - lernt kennen - lernen kennen - lernt kennen - lernen kennen<br><br>lernte kennen - lerntest kennen - lernte kennen - lernten kennen - lerntet kennen - lernten kennen<br><br>man hat kennengelernt<br><br>A<br><br>знайомитися<br><br>lerne morgen meine Kollegen kennen. = Я завтра знайомлюся з колегами.<br><br>sbekannt machen – знайомитися<br>treffen – зустрічатися",its-a-match Verb
kommunizieren,"kommuniziere - kommunizierst - kommuniziert - kommunizieren - kommuniziert - kommunizieren<br><br>kommunizierte - kommuniziertest - kommunizierte - kommunizierten - kommuniziertet - kommunizierten<br><br>man hat kommuniziert<br><br>A<br><br>спілкуватися<br><br>Wir kommunizieren per E-Mail. = Ми спілкуємося електронною поштою.<br><br>sprechen – говорити<br>saustauschen – обмінюватися думками",13LeseverstehenZumPräteritum Verb
können,"kann - kannst - kann - können - könnt - können<br><br>konnte - konntest - konnte - konnten - konntet - konnten<br><br>man hat gekonnt<br><br><br><br>могти<br><br>kann heute nicht kommen. = Я сьогодні не можу прийти.<br><br><br><br>dürfen - мати право<br>müssen - бути зобов’язаним",A1 StarkeVerb Verb
kaufen,"kaufe - kaufst - kauft - kaufen - kauft - kaufen<br><br>kaufte - kauftest - kaufte - kauften - kauftet - kauften<br><br>man hat gekauft<br><br>A<br><br>купувати<br><br>kaufe ein neues Auto. = Я купую нове авто.<br><br><br><br>verkaufen - продавати<br>einkaufen - закуповувати",Verb
kontrollieren,"kontrolliere - kontrollierst - kontrolliert - kontrollieren - kontrolliert - kontrollieren<br><br>kontrollierte - kontrolliertest - kontrollierte - kontrollierten - kontrolliertet - kontrollierten<br><br>man hat kontrolliert<br><br>D+A<br><br>контролювати<br><br>kontrolliere die Daten. = Я перевіряю дані.<br><br><br><br>überprüfen - перевіряти<br>überwachen - наглядати",Verb
korrigieren,"korrigiere - korrigierst - korrigiert - korrigieren - korrigiert - korrigieren<br><br>korrigierte - korrigiertest - korrigierte - korrigierten - korrigiertet - korrigierten<br><br>man hat korrigiert<br><br>D+A<br><br>виправляти<br><br>korrigiere deinen Text. = Я виправляю твій текст.<br><br><br><br>berichtigen - виправляти<br>überarbeiten - редагувати",Verb VerbMitDativUndAkkusativObjekt
kriegen,"kriege - kriegst - kriegt - kriegen - kriegt - kriegen<br><br>kriegte - kriegtest - kriegte - kriegten - kriegtet - kriegten<br><br>man hat gekriegt<br><br>A<br><br>отримувати (розм.)<br><br>kriege morgen Post. = Я отримаю завтра пошту.<br><br><br><br>bekommen - отримувати<br>erhalten - отримувати",Buch5 Folge2 Verb
kühlen,"kühle - kühlst - kühlt - kühlen - kühlt - kühlen<br><br>kühlte - kühltest - kühlte - kühlten - kühltet - kühlten<br><br>man hat gekühlt<br><br><br><br>охолоджувати<br><br>kühle das Wasser. = Я охолоджую воду.<br><br><br><br>abkühlen - остигати",Verb
skümmern,"kümmere - kümmerst - kümmert - kümmern uns - kümmert euch - kümmern sich<br><br>kümmerte - kümmertest - kümmerte - kümmerten uns - kümmertet euch - kümmerten sich<br><br>hat sgekümmert<br><br><br><br>піклуватися<br><br>kümmere mum das Kind. = Я піклуюся про дитину.<br><br><br><br>ssorgen - турбуватися",Verb VerbMitReflexivpronomen
skümmern um,"kümmere mum - kümmerst dum - kümmert sum - kümmern uns um - kümmert euch um - kümmern sum<br><br>kümmerte mum - kümmeretest dum - kümmerte sum - kümmerten uns um - kümmertet euch um - kümmerten sum<br><br>hat sum gekümmert<br><br><br><br>піклуватися про<br><br>kümmere mum das Haus. = Я піклуюся про будинок.<br><br><br><br>ssorgen um - турбуватися про",Verb VerbMitFestenPraposition
lachen,"lache - lachst - lacht - lachen - lacht - lachen<br><br>lachte - lachtest - lachte - lachten - lachtet - lachten<br><br>man hat gelacht<br><br><br><br>сміятися<br><br>Wir lachen über den Witz. = Ми сміємося над жартом.<br><br><br><br>lächeln - посміхатися",Verb
lassen,"lasse - lässt - lässt - lassen - lasst - lassen<br><br>ließ - ließest - ließ - ließen - ließt - ließen<br><br>man hat gelassen<br><br><br><br>дозволяти; залишати<br><br>Lass min Ruhe! = Залиш мене в спокої!<br><br><br><br>zulassen - дозволяти<br>verlieren lassen - втрачати",B1 StarkeVerb Verb
laufen,"laufe - läufst - läuft - laufen - lauft - laufen<br><br>lief - liefst - lief - liefen - lieft - liefen<br><br>man ist gelaufen<br><br><br><br>бігати<br><br>laufe jeden Morgen. = Я бігаю щоранку.<br><br><br><br>rennen - бігти швидко",A2 StarkeVerb Verb
leben,"lebe - lebst - lebt - leben - lebt - leben<br><br>lebte - lebtest - lebte - lebten - lebtet - lebten<br><br>man hat gelebt<br><br>жити<br><br>lebe in Berlin. = Я живу в Берліні.<br><br>wohnen – мешкати<br>existieren – існувати",13LeseverstehenZumPräteritum Verb
legen,"lege - legst - legt - legen - legt - legen<br><br>legte - legtest - legte - legten - legtet - legten<br><br>man hat gelegt<br><br>класти<br><br>lege das Buch auf den Tisch. = Я кладу книгу на стіл.<br><br>stellen – ставити<br>legen – укладати<br><br>hinlegen – покласти<br>auflegen – накладати",Verb
leiden,"leide - leidest - leidet - leiden - leidet - leiden<br><br>litt - littst - litt - litten - littet - litten<br><br>man hat gelitten<br><br>страждати<br><br>Sie leidet an Kopfschmerzen. = Вона страждає від головного болю.<br><br>ertragen – витримувати<br>leiden – терпіти<br><br>leiden an – хворіти на",13LeseverstehenZumPräteritum Verb
leihen,"leihe - leihst - leiht - leihen - leiht - leihen<br><br>lieh - liehst - lieh - liehen - lieht - liehen<br><br>man hat geliehen<br><br>позичати<br><br>leihe mir ein Buch aus. = Я позичаю книгу.<br><br>borgen – позичати<br>ausleihen – давати в позичку",B1 StarkeVerb Verb
leiten,"leite - leitest - leitet - leiten - leitet - leiten<br><br>leitete - leitetest - leitete - leiteten - leitetet - leiteten<br><br>man hat geleitet<br><br>керувати<br><br>Er leitet das Projekt. = Він керує проєктом.<br><br>führen – вести<br>lenken – направляти",Verb VerbMitDativUndAkkusativObjekt
lernen,"lerne - lernst - lernt - lernen - lernt - lernen<br><br>lernte - lerntest - lernte - lernten - lerntet - lernten<br><br>man hat gelernt<br><br>вчити(ся)<br><br>Wir lernen Deutsch. = Ми вчимо німецьку.<br><br>studieren – вчитися<br>pauken – зубрити",Verb
lesen,"lese - liest - liest - lesen - lest - lesen<br><br>las - last - las - lasen - last - lasen<br><br>man hat gelesen<br><br>читати<br><br>lese gern Bücher. = Я люблю читати книги.<br><br>schreiben – писати<br>durchlesen – перечитувати",A1 StarkeVerb Verb
liegen,"liege - liegst - liegt - liegen - liegt - liegen<br><br>lag - lagst - lag - lagen - lagt - lagen<br><br>man hat gelegen<br><br>лежати<br><br>Das Buch liegt auf dem Tisch. = Книга лежить на столі.<br><br>sitzen – сидіти<br>liegen – лежати",A2 StarkeVerb Verb
loben,"lobe - lobst - lobt - loben - lobt - loben<br><br>lobte - lobtest - lobte - lobten - lobtet - lobten<br><br>man hat gelobt<br><br>хвалити<br><br>lobe deine Arbeit. = Я хвалю твою роботу.<br><br>preisen – вихваляти<br>würdigen – оцінювати",Verb VerbMitDativUndAkkusativObjekt
lösen,"löse - löst - löst - lösen - löst - lösen<br><br>löste - löstest - löste - lösten - löstet - lösten<br><br>man hat gelöst<br><br>вирішувати (проблему)<br><br>Wir lösen das Rätsel. = Ми вирішуємо загадку.<br><br>beseitigen – усувати<br>klären – з'ясовувати",Verb VerbMitDativUndAkkusativObjekt
machen,"mache - machst - macht - machen - macht - machen<br><br>machte - machtest - machte - machten - machtet - machten<br><br>man hat gemacht<br><br>A<br><br>робити<br><br>mache meine Hausaufgaben. = Я роблю домашнє завдання.<br><br><br><br>tun – робити<br>machen – створювати",Verb
malen,"male - malst - malt - malen - malt - malen<br><br>malte - maltest - malte - malten - maltet - malten<br><br>man hat gemalt<br><br>A<br><br>малювати<br><br>male ein Bild. = Я малюю картину.<br><br><br><br>zeichnen – малювати лініями<br>ausmalen – розмальовувати",Verb VerbMitDativUndAkkusativObjekt
mitbringen,"bringe mit - bringst mit - bringt mit - bringen mit - bringt mit - bringen mit<br><br>brachte mit - brachtest mit - brachte mit - brachten mit - brachtet mit - brachten mit<br><br>man hat mitgebracht<br><br>D+A<br><br>принести з собою<br><br>bringe dir Kuchen mit. = Я принесу тобі торт.<br><br><br><br>bringen – приносити<br>mitbringen – приносити з собою",Must-have-set Verb
mitkommen,"komme mit - kommst mit - kommt mit - kommen mit - kommt mit - kommen mit<br><br>kam mit - kamst mit - kam mit - kamen mit - kamt mit - kamen mit<br><br>man ist mitgekommen<br><br><br><br>йти разом<br><br>Kommst du mit? = Ти йдеш зі мною?<br><br><br><br>gehen – йти<br>mitkommen – приходити разом",Mainstream Verb
mitnehmen,"nehme mit - nimmst mit - nimmt mit - nehmen mit - nehmt mit - nehmen mit<br><br>nahm mit - nahmst mit - nahm mit - nahmen mit - nahmt mit - nahmen mit<br><br>man hat mitgenommen<br><br>D+A<br><br>взяти з собою<br><br>nehme das Buch mit. = Я візьму книгу з собою.<br><br><br><br>nehmen – брати<br>mitnehmen – брати з собою",Buch5 Folge2 Verb
mitteilen,"teile mit - teilst mit - teilt mit - teilen mit - teilt mit - teilen mit<br><br>teilte mit - teiltest mit - teilte mit - teilten mit - teiltet mit - teilten mit<br><br>man hat mitgeteilt<br><br>D+A<br><br>повідомляти<br><br>teile dir die Neuigkeit mit. = Я повідомляю тобі новину.<br><br><br><br>informieren – інформувати<br>mitteilen – сповістити",leech Verb Work
mögen,"mag - magst - mag - mögen - mögt - mögen<br><br>mochte - mochtest - mochte - mochten - mochtet - mochten<br><br>man hat gemocht<br><br>A<br><br>подобатися; любити<br><br>mag Schokolade. = Мені подобається шоколад.<br><br><br><br>lieben – любити<br>mögen – подобатися",A1 StarkeVerb Verb
müssen,"muss - musst - muss - müssen - müsst - müssen<br><br>musste - musstest - musste - mussten - musstet - mussten<br><br>man hat gemusst<br><br><br><br>мусити<br><br>muss jetzt gehen. = Мені зараз треба йти.<br><br><br><br>sollen – повинен<br>müssen – мусити",A1 StarkeVerb Verb
nachdenken,"denke nach - denkst nach - denkt nach - denken nach - denkt nach - denken nach<br><br>dachte nach - dachtest nach - dachte nach - dachten nach - dachtet nach - dachten nach<br><br>man hat nachgedacht<br><br><br><br>розмірковувати<br><br>denke nach. = Я розмірковую.<br><br>denken – думати<br><br>nachdenken über – розмірковувати про<br><br>grübeln – роздумувати",Must-have-set Verb
nachdenken über,"denke über … nach - denkst über … nach - denkt über … nach - denken über … nach - denkt über … nach - denken über … nach<br><br>dachte über … nach - dachtest über … nach - dachte über … nach - dachten über … nach - dachtet über … nach - dachten über … nach<br><br>man hat über … nachgedacht<br><br><br><br>роздумувати над<br><br>denke über das Problem nach. = Я роздумую над проблемою.<br><br>nachdenken – розмірковувати<br><br>umdenken – змінювати спосіб мислення<br>nachdenken über – роздумувати над<br><br>überlegen – обдумувати",Verb VerbMitFestenPraposition
nachkommen,"komme nach - kommst nach - kommt nach - kommen nach - kommt nach - kommen nach<br><br>kam nach - kamst nach - kam nach - kamen nach - kamt nach - kamen nach<br><br>man ist nachgekommen<br><br>D<br><br>наздоганяти; виконувати<br><br>komme dir nach. = Я наздоганяю тебе.<br><br>kommen – приходити<br><br>nachkommen – наздоганяти<br>nachkommen mit – відставати від<br><br>folgen – слідувати",Verb
nachschlagen,"schlage nach - schlägst nach - schlägt nach - schlagen nach - schlagt nach - schlagen nach<br><br>schlug nach - schlugst nach - schlug nach - schlugen nach - schlugt nach - schlugen nach<br><br>man hat nachgeschlagen<br><br>A<br><br>шукати (у довіднику)<br><br>schlage das Wort nach. = Я шукаю слово в словнику.<br><br>schlagen – бити<br><br>nachschlagen – шукати інформацію<br>absuchen – обшукувати<br><br>nachsehen – дивитися",Must-have-set Verb
nachsehen,"sehe nach - siehst nach - sieht nach - sehen nach - seht nach - sehen nach<br><br>sah nach - sahst nach - sah nach - sahen nach - saht nach - sahen nach<br><br>man hat nachgesehen<br><br>A<br><br>перевіряти<br><br>sehe die Daten nach. = Я перевіряю дані.<br><br>sehen – бачити<br><br>nachsehen – перевіряти<br>überprüfen – перевіряти<br><br>kontrollieren – контролювати",Verb
nehmen,"nehme - nimmst - nimmt - nehmen - nehmt - nehmen<br><br>nahm - nahmst - nahm - nahmen - nahmt - nahmen<br><br>man hat genommen<br><br>A<br><br>брати<br><br>nehme einen Apfel. = Я беру яблуко.<br><br>nehmen – брати<br><br>abnehmen – знімати<br>entgegennehmen – приймати<br><br>aufnehmen – записувати<br>mitnehmen – брати з собою<br>wegnehmen – відбирати<br><br>greifen – хапати",A1 StarkeVerb Verb
nennen,"nenne - nennst - nennt - nennen - nennt - nennen<br><br>nannte - nanntest - nannte - nannten - nanntet - nannten<br><br>man hat genannt<br><br>A<br><br>називати<br><br>nenne ihn meinen Freund. = Я називаю його своїм другом.<br><br>nen­nen – називати<br><br>erwähnen – згадувати<br>bezeichnen – позначати<br><br>titulieren – називати",A2 StarkeVerb Verb
